epoch,rmse
1,1.8019472474143619
2,0.5173989529056209
3,0.40429526957727613
4,0.3631339681645234
5,0.33943285048007965
6,0.32271559110709597
7,0.31003235812698093
8,0.29976957859027953
9,0.29255552110927446
10,0.28590303588481175
