epoch,rmse
1,1.3647762694779564
2,0.6432167817564571
3,0.5039305757073795
4,0.38760821959551645
5,0.3321865350008011
6,0.2956683530527003
7,0.265352817142711
8,0.2436025388100568
9,0.22778194485341802
10,0.21662326902151108
11,0.20633487710181406
12,0.19907324059921153
13,0.19218666939174428
14,0.18658826500177383
15,0.18215922792168224
16,0.1778499010731192
17,0.17429214058553472
18,0.17112080358407078
19,0.1678748739992871
20,0.16544102351455128
21,0.16308771161472096
22,0.1615965502227054
23,0.16000141904634588
24,0.1575378657263868
25,0.15584702745956533
26,0.15449515291873148
27,0.15368115595158408
28,0.15217350686297698
29,0.15076817878905466
30,0.15007979598115473
31,0.14901901650078156
32,0.147712119800203
33,0.1472220902933794
34,0.1468437712858705
35,0.14582304919467254
36,0.14480051836546728
37,0.1440672006677179
38,0.14368865156874938
39,0.14288179664050832
40,0.14289931558510838
41,0.1419147428344278
42,0.14129412963109858
43,0.1405868635458105
44,0.14029128893333323
45,0.13981687934959636
46,0.139411342494628
47,0.13933282170225592
48,0.13859554993755677
49,0.1384290180662099
50,0.1376044864163679
51,0.13767465510789087
52,0.13719766674672856
53,0.1371697384644957
54,0.13645590403500726
55,0.1361498350606245
56,0.13636075267020395
57,0.13565907452036352
58,0.1357828808181426
59,0.13555796882685492
60,0.1354055198676446
61,0.13486468266038334
62,0.13477616757154465
63,0.13457979086567373
64,0.13438502874444513
65,0.1337626690373701
66,0.13360743399928598
67,0.13367587985361323
68,0.13326265399946885
69,0.13329815908389933
70,0.1330599951393464
71,0.13273807878003402
72,0.13255981794174979
73,0.13252954930067062
74,0.13220756237997727
75,0.1323239702512236
76,0.13212527553824818
77,0.1318602614543017
78,0.13192368517903721
79,0.13145557900562005
80,0.13133585935129838
81,0.13118321492391474
82,0.1311196465702618
83,0.13100928681738236
84,0.13090655865038142
85,0.13080939913497253
86,0.13047234757858164
87,0.13054807834765492
88,0.13072171610067873
89,0.13023054336800294
90,0.13036139922983506
91,0.12966671607950153
92,0.13009343515424168
93,0.13005775300895467
94,0.1298652931171305
95,0.12971047136713476
96,0.12983085675274625
97,0.12996663306565845
98,0.12943786777117672
99,0.1292354867738836
100,0.1290390035685371
101,0.12935292896102457
102,0.1290712882490719
103,0.12902270016424797
104,0.12879949654726422
105,0.1286583126467817
106,0.1288098776165177
107,0.1289501049939324
108,0.1286780897747068
109,0.1285380120663082
110,0.12862431674319155
111,0.1283349686247461
112,0.12811231021495426
113,0.12836860865354538
114,0.12806329854270992
115,0.12845190943163984
116,0.12803568581447883
117,0.12823504625874407
118,0.12792984023690224
119,0.12765944529982173
120,0.12779413207488902
121,0.1277202687719289
122,0.12766089487601728
123,0.12763902019051945
124,0.12750845906489036
125,0.12751265001647613
126,0.1274951453156331
127,0.12753755095250466
128,0.1274852614630671
129,0.12747921772739468
130,0.12752661393845782
131,0.1273241507656434
132,0.12717868825968573
133,0.12742287205422625
134,0.12728153651251511
135,0.12763085961341858
136,0.12750495225191116
137,0.12679918636293971
138,0.12691229779054136
139,0.12705930585370345
140,0.1269193782525904
141,0.12672932577483795
142,0.1265725145006881
143,0.12684905572849162
144,0.12665318982566104
145,0.12703970162307515
146,0.12684065300752134
147,0.1265778583200539
148,0.12636702398166938
149,0.126390531878261
150,0.1263938002726611
151,0.12643464238328092
152,0.12624667212367058
153,0.12617877958452
154,0.12644399286193006
155,0.12596850886064417
156,0.1262357467237641
157,0.12596456881831675
158,0.12627862634904244
159,0.126149353078183
160,0.12588226532234864
161,0.12582097421674168
162,0.12618188560009003
163,0.12620307198342154
164,0.1259297147831496
165,0.12614947886151426
166,0.12580783270737705
167,0.12559583936544025
168,0.1258592406178222
169,0.12595357811626265
170,0.125897845143781
171,0.1257182745372548
172,0.1256349584197297
173,0.12580712490222035
174,0.12566286237800822
175,0.12574432593058138
176,0.12548275160438874
177,0.12573827496346304
178,0.12582357205888806
179,0.1253139985834851
180,0.1255310136167442
181,0.12558864867862532
182,0.1258665123844848
183,0.1253408820313566
184,0.1256987573031117
185,0.12549260302501566
186,0.12526103919919798
187,0.1254684337798287
188,0.12547069283969262
189,0.12544278208823764
190,0.12526714494999716
191,0.1251443475484848
192,0.12532715477487621
193,0.12512657879030004
194,0.12530952363329775
195,0.1254157410825
196,0.12528561428189278
197,0.12503894900574403
198,0.1252075815025498
199,0.12521241079358494
200,0.12512386130059466
201,0.12487587266985108
202,0.12505086577113936
203,0.12526587046244564
204,0.12495679430225316
205,0.12481281095567871
206,0.12486241429167635
207,0.12503788620233536
208,0.12500530612819336
209,0.12503387537949226
210,0.12497090307228706
211,0.12487461768528994
212,0.12510553966550267
213,0.12477285984684439
214,0.12475116507095449
215,0.12499058904016719
216,0.1247507500297883
217,0.1249636718455483
218,0.12492285625023
219,0.12471163623473223
220,0.12457440377158277
221,0.12464938203201574
222,0.1248913738219177
223,0.1246548069312292
224,0.1246061257141478
225,0.12477018727975733
226,0.12470625406678985
227,0.12483829259872437
228,0.12446635808138286
229,0.12472217069829211
230,0.12469635794267935
231,0.12444692302276106
232,0.12459918374524397
233,0.12439596302369062
234,0.12482135699075811
235,0.12482392524971682
236,0.12459219970247325
237,0.1247344591161784
238,0.12470526050995379
239,0.12475061591933756
240,0.12462772538556773
241,0.12434336017159854
242,0.12455975965541952
243,0.12512854223742204
244,0.12446418251184856
245,0.12451163547880509
246,0.12417802565238055
247,0.12429570516242701
248,0.12448892764308873
249,0.12472432523089297
250,0.1245843711144784
251,0.12444194362444036
252,0.12420111500165042
253,0.12423955079387217
254,0.12455041092984817
255,0.12428686986951266
256,0.12430938157965155
257,0.12426923259216197
258,0.12424689005402957
259,0.12417534979827263
260,0.12436500892919652
261,0.12403553570894633
262,0.12413912814329653
263,0.12412929118556135
264,0.12401880214319509
265,0.12437825671890203
266,0.12397911728304975
267,0.1241363091942142
268,0.12421694880022723
269,0.12416274823686656
270,0.12405705649186582
271,0.12432917601921979
272,0.12413595594904002
273,0.12396711132982198
274,0.12405788394458153
275,0.12412679151577108
276,0.1240791941390318
277,0.12399135529994965
278,0.1238596062449848
279,0.12405191887827481
280,0.12418856668998213
281,0.12437831172171761
282,0.12398047920535593
283,0.12393670288078926
284,0.12381743924582705
285,0.12388085442430832
286,0.1240383877473719
287,0.12367472140228047
288,0.12374315695727572
289,0.12381251769907334
290,0.1241137188147096
291,0.12417007522547946
292,0.1242224113906131
293,0.12416011533316444
294,0.12381371110677719
295,0.12393091662841685
296,0.12388781786841505
297,0.12377049445229418
298,0.12380101356436224
299,0.12381875887513161
300,0.123690456371097
301,0.12403019539573613
302,0.12379490518394638
303,0.12407617840696783
304,0.12394323791651164
305,0.12377485852031146
306,0.12397339764763327
307,0.12385108124683886
308,0.12362866344697335
309,0.12389724000411875
310,0.12386177085778292
311,0.12399873005993226
312,0.12378473799018298
313,0.12406339430633713
314,0.12382456704097636
315,0.12381739629542127
316,0.12384817223338519
317,0.12352215695907087
318,0.1237291693687439
319,0.1239644554169739
320,0.12408563823384397
321,0.1239056677064475
322,0.12358351555817268
323,0.12392136914765134
324,0.12377106288776678
325,0.12381467398475199
326,0.12375935079420314
327,0.12346603129716481
328,0.12363965086200658
329,0.12393448436084915
330,0.12381621252964525
